,MORTGAGE,RENT,ELECTRICITY,GAS,EAT-IN,PHONE,HLTH & WELL,VET,CITY,STATE,School Name,REGION,Starting Median Salary,Mid-Career Median Salary,Mid-Career 10th Percentile Salary,Mid-Career 25th Percentile Salary,Mid-Career 75th Percentile Salary,Mid-Career 90th Percentile Salary,url
0,247758.0,776.12,154.08,2.18,13.319999999999999,164.24,680.75,46.79,Oklahoma City,Oklahoma,University-of-Oklahoma,Southern,"$44,700.00-","$82,900.00-","$41,200.00-","$60,300.00-","$114,000.00-","$167,000.00-",https://www.payscale.com/cost-of-living-calculator/Oklahoma-Oklahoma-City
1,247758.0,776.12,154.08,2.18,13.319999999999999,164.24,680.75,46.79,Oklahoma City,Oklahoma,Oklahoma-State-University,Southern,"$42,800.00-","$80,700.00-","$40,100.00-","$56,500.00-","$114,000.00-","$151,000.00-",https://www.payscale.com/cost-of-living-calculator/Oklahoma-Oklahoma-City
2,247758.0,776.12,154.08,2.18,13.319999999999999,164.24,680.75,46.79,Oklahoma City,Oklahoma,Oklahoma-City-University,Southern,"$40,000.00-","$64,300.00-",,"$45,400.00-","$80,600.00-",,https://www.payscale.com/cost-of-living-calculator/Oklahoma-Oklahoma-City
3,259903.0,814.16,183.42,2.5,14.38,195.52,654.49,48.02,Lafayette,Louisiana,University-of-Louisiana-(UL)-at-Lafayette,Southern,"$41,100.00-","$76,300.00-","$42,000.00-","$54,500.00-","$107,000.00-","$163,000.00-",https://www.payscale.com/cost-of-living-calculator/Louisiana-Lafayette
4,463245.0,1451.0,156.76,2.75,14.370000000000001,167.1,790.34,55.28,Denver,Colorado,University-of-Colorado---Denver,Western,"$46,100.00-","$84,400.00-","$46,400.00-","$58,600.00-","$105,000.00-","$144,000.00-",https://www.payscale.com/cost-of-living-calculator/Colorado-Denver
5,463245.0,1451.0,156.76,2.75,14.370000000000001,167.1,790.34,55.28,Denver,Colorado,Regis-University,Western,"$48,300.00-","$73,800.00-","$41,000.00-","$55,500.00-","$94,800.00-","$117,000.00-",https://www.payscale.com/cost-of-living-calculator/Colorado-Denver
6,987211.0,3093.0,180.74,3.42,16.45,192.66,824.87,54.97,Pasadena,California,California-Institute-of-Technology-(CIT),California,"$75,500.00-","$123,000.00-",,"$104,000.00-","$161,000.00-",,https://www.payscale.com/cost-of-living-calculator/California-Pasadena
7,343877.0,1077.0,162.63,2.85,14.899999999999999,173.36,631.23,43.29,Akron,Ohio,University-of-Akron,Midwestern,"$41,100.00-","$70,300.00-","$40,600.00-","$53,300.00-","$95,200.00-","$127,000.00-",https://www.payscale.com/cost-of-living-calculator/Ohio-Akron
8,285928.0,895.69,161.29,2.68,14.329999999999998,171.93,759.5600000000001,49.46,Carbondale,Illinois,Southern-Illinois-University-Carbondale,Midwestern,"$43,000.00-","$72,500.00-","$38,300.00-","$51,300.00-","$99,300.00-","$139,000.00-",https://www.payscale.com/cost-of-living-calculator/Illinois-Carbondale
9,1146835.0,3593.0,182.92,3.51,18.87,194.98,901.42,62.84,San Francisco,California,San-Francisco-State-University-(SFSU),California,"$47,300.00-","$86,400.00-","$45,100.00-","$62,700.00-","$114,000.00-","$150,000.00-",https://www.payscale.com/cost-of-living-calculator/California-San-Francisco
10,859866.0,2694.0,162.13,2.73,16.14,172.82,724.3,50.44,Washington,DC,Georgetown-University,Southern,"$55,000.00-","$110,000.00-","$60,300.00-","$85,800.00-","$174,000.00-","$248,000.00-",https://www.payscale.com/cost-of-living-calculator/DC-Washington
11,859866.0,2694.0,162.13,2.73,16.14,172.82,724.3,50.44,Washington,DC,George-Washington-University-(GWU),Southern,"$47,000.00-","$97,900.00-","$48,400.00-","$69,600.00-","$132,000.00-","$194,000.00-",https://www.payscale.com/cost-of-living-calculator/DC-Washington
12,859866.0,2694.0,162.13,2.73,16.14,172.82,724.3,50.44,Washington,DC,"American-University,-Washington-D.C.",Southern,"$45,300.00-","$90,800.00-","$45,200.00-","$62,400.00-","$134,000.00-","$169,000.00-",https://www.payscale.com/cost-of-living-calculator/DC-Washington
13,859866.0,2694.0,162.13,2.73,16.14,172.82,724.3,50.44,Washington,DC,Howard-University,Southern,"$46,900.00-","$81,800.00-","$43,300.00-","$60,000.00-","$109,000.00-","$138,000.00-",https://www.payscale.com/cost-of-living-calculator/DC-Washington
14,282805.0,885.91,177.55,2.53,12.139999999999999,189.26,695.78,49.0,Waco,Texas,Baylor-University,Southern,"$48,300.00-","$88,600.00-","$46,300.00-","$60,700.00-","$130,000.00-","$200,000.00-",https://www.payscale.com/cost-of-living-calculator/Texas-Waco
15,320281.0,1003.0,130.77,2.8,14.309999999999999,139.4,695.78,49.26,Salt Lake City,Utah,University-of-Utah,Western,"$45,400.00-","$83,200.00-","$43,000.00-","$58,400.00-","$116,000.00-","$148,000.00-",https://www.payscale.com/cost-of-living-calculator/Utah-Salt-Lake-City
16,321322.0,1007.0,199.68,2.76,14.510000000000002,212.86,662.74,50.9,Harrisburg,Pennsylvania,Penn-State---Harrisburg,Northeastern,"$45,700.00-","$74,000.00-","$44,000.00-","$53,100.00-","$104,000.00-","$150,000.00-",https://www.payscale.com/cost-of-living-calculator/Pennsylvania-Harrisburg
17,2140883.0,6706.0,181.74,3.16,21.68,193.73,1017.01,65.26,Stanford,California,Stanford-University,California,"$70,400.00-","$129,000.00-","$68,400.00-","$93,100.00-","$184,000.00-","$257,000.00-",https://www.payscale.com/cost-of-living-calculator/California-Stanford
18,337631.0,1058.0,190.63,2.54,16.14,203.2,914.1800000000001,59.65,Tacoma,Washington,University-of-Puget-Sound,Western,"$46,600.00-","$81,500.00-","$48,900.00-","$60,100.00-","$104,000.00-","$137,000.00-",https://www.payscale.com/cost-of-living-calculator/Washington-Tacoma
19,370596.0,1161.0,141.84,2.95,14.68,151.2,827.11,58.21,Reno,Nevada,"University-of-Nevada,-Reno-(UNR)",Western,"$46,500.00-","$82,900.00-","$41,900.00-","$54,600.00-","$113,000.00-","$143,000.00-",https://www.payscale.com/cost-of-living-calculator/Nevada-Reno
20,828384.0,2595.0,208.74,3.0,17.05,222.51,793.34,55.18,Collegeville,Pennsylvania,Ursinus-College,Northeastern,"$42,100.00-","$80,000.00-","$35,600.00-","$54,300.00-","$100,000.00-","$160,000.00-",https://www.payscale.com/cost-of-living-calculator/Pennsylvania-Collegeville
21,320281.0,1003.0,126.75,2.93,14.23,135.11,851.8900000000001,50.23,Spokane,Washington,Gonzaga-University,Western,"$44,900.00-","$76,000.00-","$47,000.00-","$57,400.00-","$103,000.00-","$138,000.00-",https://www.payscale.com/cost-of-living-calculator/Washington-Spokane
22,717943.0,2249.0,236.57,2.89,15.52,252.17,1014.76,66.81,Boston,Massachusetts,Wentworth-Institute-of-Technology,Northeastern,"$53,000.00-","$96,700.00-","$55,200.00-","$74,000.00-","$117,000.00-","$153,000.00-",https://www.payscale.com/cost-of-living-calculator/Massachusetts-Boston
23,717943.0,2249.0,236.57,2.89,15.52,252.17,1014.76,66.81,Boston,Massachusetts,Boston-University,Northeastern,"$49,000.00-","$93,900.00-","$48,000.00-","$64,900.00-","$130,000.00-","$193,000.00-",https://www.payscale.com/cost-of-living-calculator/Massachusetts-Boston
24,717943.0,2249.0,236.57,2.89,15.52,252.17,1014.76,66.81,Boston,Massachusetts,Northeastern-University,Northeastern,"$50,500.00-","$86,400.00-","$47,100.00-","$62,700.00-","$117,000.00-","$159,000.00-",https://www.payscale.com/cost-of-living-calculator/Massachusetts-Boston
25,717943.0,2249.0,236.57,2.89,15.52,252.17,1014.76,66.81,Boston,Massachusetts,University-of-Massachusetts-(UMass)---Boston,Northeastern,"$45,600.00-","$78,200.00-","$36,300.00-","$53,800.00-","$109,000.00-","$151,000.00-",https://www.payscale.com/cost-of-living-calculator/Massachusetts-Boston
26,717943.0,2249.0,236.57,2.89,15.52,252.17,1014.76,66.81,Boston,Massachusetts,Suffolk-University,Northeastern,"$42,100.00-","$74,000.00-","$48,700.00-","$57,800.00-","$95,100.00-","$145,000.00-",https://www.payscale.com/cost-of-living-calculator/Massachusetts-Boston
27,326527.0,1023.0,171.18,2.82,13.319999999999999,182.47,707.02,50.03,Detroit,Michigan,Wayne-State-University,Midwestern,"$42,800.00-","$76,100.00-","$40,100.00-","$56,200.00-","$101,000.00-","$139,000.00-",https://www.payscale.com/cost-of-living-calculator/Michigan-Detroit
28,376148.0,1178.0,151.23,2.96,15.260000000000002,161.21,770.83,51.52,Las Vegas,Nevada,"University-of-Nevada,-Las-Vegas-(UNLV)",Western,"$45,200.00-","$71,600.00-","$39,000.00-","$52,400.00-","$100,000.00-","$128,000.00-",https://www.payscale.com/cost-of-living-calculator/Nevada-Las-Vegas
29,299808.0,939.17,169.0,2.38,14.02,180.15,628.96,47.2,Birmingham,Alabama,University-of-Alabama-at-Birmingham-(UAB),Southern,"$39,200.00-","$70,100.00-","$43,000.00-","$53,400.00-","$91,400.00-","$125,000.00-",https://www.payscale.com/cost-of-living-calculator/Alabama-Birmingham
30,343530.0,1076.0,179.56,3.4,15.79,191.41,884.9100000000001,49.77,Olympia,Washington,Evergreen-State-College,Western,"$39,500.00-","$63,900.00-","$38,800.00-","$47,200.00-","$91,600.00-","$120,000.00-",https://www.payscale.com/cost-of-living-calculator/Washington-Olympia
31,268231.0,840.25,144.19,2.68,16.71,153.7,875.1600000000001,52.91,St. Cloud,Minnesota,St.-Cloud-State-University,Midwestern,"$41,800.00-","$71,400.00-","$38,700.00-","$49,400.00-","$101,000.00-","$126,000.00-",https://www.payscale.com/cost-of-living-calculator/Minnesota-St.-Cloud
32,363656.0,1139.0,152.74,2.82,15.649999999999999,162.81,784.34,55.07,Minneapolis,Minnesota,St.-Olaf-College,Midwestern,"$45,300.00-","$86,200.00-","$41,300.00-","$61,000.00-","$120,000.00-","$185,000.00-",https://www.payscale.com/cost-of-living-calculator/Minnesota-Minneapolis
33,308136.0,965.26,144.02,2.4,13.84,153.52,755.06,48.48,Omaha,Nebraska,University-of-Nebraska-at-Omaha,Midwestern,"$41,500.00-","$72,600.00-","$39,500.00-","$54,400.00-","$97,400.00-","$126,000.00-",https://www.payscale.com/cost-of-living-calculator/Nebraska-Omaha
34,788384.0,2470.0,180.74,3.42,16.45,192.66,824.87,54.97,Los Angeles,California,Occidental-College,California,"$51,900.00-","$105,000.00-",,"$54,800.00-","$157,000.00-",,https://www.payscale.com/cost-of-living-calculator/California-Los-Angeles
35,788384.0,2470.0,180.74,3.42,16.45,192.66,824.87,54.97,Los Angeles,California,University-of-California-at-Los-Angeles-(UCLA),California,"$52,600.00-","$101,000.00-","$51,300.00-","$72,500.00-","$139,000.00-","$193,000.00-",https://www.payscale.com/cost-of-living-calculator/California-Los-Angeles
36,788384.0,2470.0,180.74,3.42,16.45,192.66,824.87,54.97,Los Angeles,California,University-of-Southern-California-(USC),California,"$54,800.00-","$99,600.00-","$49,700.00-","$73,800.00-","$140,000.00-","$201,000.00-",https://www.payscale.com/cost-of-living-calculator/California-Los-Angeles
37,475397.0,1489.0,181.74,2.76,18.83,193.73,875.1600000000001,63.1,West Haven,Connecticut,University-of-New-Haven,Northeastern,"$44,400.00-","$82,900.00-","$48,500.00-","$66,100.00-","$113,000.00-","$157,000.00-",https://www.payscale.com/cost-of-living-calculator/Connecticut-West-Haven
38,572175.0,1792.0,175.54,2.68,16.32,187.12,759.5600000000001,54.56,Oberlin,Ohio,Oberlin-College,Midwestern,"$43,400.00-","$81,600.00-",,"$46,400.00-","$128,000.00-",,https://www.payscale.com/cost-of-living-calculator/Ohio-Oberlin
39,316117.0,990.26,199.01,2.7,15.21,212.14,740.06,48.74,Gainesville,Florida,University-of-Florida-(UF),Southern,"$47,100.00-","$87,900.00-","$45,400.00-","$62,900.00-","$120,000.00-","$172,000.00-",https://www.payscale.com/cost-of-living-calculator/Florida-Gainesville
40,364003.0,1140.0,174.87,2.59,13.93,186.4,759.5600000000001,52.65,Dallas,Texas,Dallas-Baptist-University,Southern,"$39,400.00-","$60,200.00-","$38,500.00-","$50,300.00-","$81,800.00-","$98,100.00-",https://www.payscale.com/cost-of-living-calculator/Texas-Dallas
41,316747.0,992.23,195.49,2.82,14.73,208.39,808.35,56.77,Brunswick,Maine,Bowdoin-College,Northeastern,"$48,100.00-","$107,000.00-",,"$74,600.00-","$146,000.00-",,https://www.payscale.com/cost-of-living-calculator/Maine-Brunswick
42,620783.0,1945.0,130.77,2.78,16.91,139.4,803.85,60.53,Portland,Oregon,Reed-College,Western,"$40,500.00-","$81,100.00-",,"$67,400.00-","$101,000.00-",,https://www.payscale.com/cost-of-living-calculator/Oregon-Portland
43,620783.0,1945.0,130.77,2.78,16.91,139.4,803.85,60.53,Portland,Oregon,Lewis-&-Clark-College,Western,"$38,900.00-","$72,600.00-","$38,200.00-","$53,400.00-","$104,000.00-","$140,000.00-",https://www.payscale.com/cost-of-living-calculator/Oregon-Portland
44,620783.0,1945.0,130.77,2.78,16.91,139.4,803.85,60.53,Portland,Oregon,Portland-State-University-(PSU),Western,"$42,600.00-","$70,900.00-","$40,700.00-","$52,300.00-","$94,400.00-","$123,000.00-",https://www.payscale.com/cost-of-living-calculator/Oregon-Portland
45,580412.0,1818.0,168.83,2.59,13.53,179.97,737.05,47.82,East Lansing,Michigan,Michigan-State-University-(MSU),Midwestern,"$46,300.00-","$85,300.00-","$44,200.00-","$61,500.00-","$119,000.00-","$170,000.00-",https://www.payscale.com/cost-of-living-calculator/Michigan-East-Lansing
46,304319.0,953.3,159.11,2.63,14.100000000000001,169.61,661.24,53.37,Bloomington,Indiana,"Indiana-University-(IU),-Bloomington",Midwestern,"$46,300.00-","$84,000.00-","$43,600.00-","$60,400.00-","$119,000.00-","$178,000.00-",https://www.payscale.com/cost-of-living-calculator/Indiana-Bloomington
47,307789.0,964.17,178.22,2.4,12.97,189.98,809.8599999999999,52.09,Richmond,Virginia,Virginia-Commonwealth-University-(VCU),Southern,"$42,000.00-","$68,400.00-","$37,400.00-","$51,900.00-","$100,000.00-","$123,000.00-",https://www.payscale.com/cost-of-living-calculator/Virginia-Richmond
48,889164.0,2785.0,149.72,3.2,17.13,159.6,778.3399999999999,56.15,Davis,California,"University-of-California,-Davis",California,"$52,300.00-","$99,600.00-","$52,000.00-","$71,600.00-","$135,000.00-","$202,000.00-",https://www.payscale.com/cost-of-living-calculator/California-Davis
49,374066.0,1172.0,129.1,2.49,14.94,137.61,773.8299999999999,51.88,Bozeman,Montana,Montana-State-University---Bozeman,Western,"$46,600.00-","$77,500.00-","$40,200.00-","$58,100.00-","$111,000.00-","$151,000.00-",https://www.payscale.com/cost-of-living-calculator/Montana-Bozeman
50,309524.0,969.6,154.58,2.53,14.74,164.78,655.24,50.34,Jacksonville,Florida,Jacksonville-University,Southern,"$46,700.00-","$66,200.00-","$36,700.00-","$47,200.00-","$88,500.00-","$121,000.00-",https://www.payscale.com/cost-of-living-calculator/Florida-Jacksonville
51,391407.0,1226.0,161.12,2.39,14.29,171.75,733.29,48.23,Tempe,Arizona,Arizona-State-University-(ASU),Western,"$47,400.00-","$84,100.00-","$44,600.00-","$60,700.00-","$114,000.00-","$163,000.00-",https://www.payscale.com/cost-of-living-calculator/Arizona-Tempe
52,1109025.0,3474.0,201.36,2.99,16.27,214.64,901.42,66.24,Cambridge,Massachusetts,Massachusetts-Institute-of-Technology-(MIT),Northeastern,"$72,200.00-","$126,000.00-","$76,800.00-","$99,200.00-","$168,000.00-","$220,000.00-",https://www.payscale.com/cost-of-living-calculator/Massachusetts-Cambridge
53,1109025.0,3474.0,201.36,2.99,16.27,214.64,901.42,66.24,Cambridge,Massachusetts,Harvard-University,Northeastern,"$63,400.00-","$124,000.00-","$54,800.00-","$86,200.00-","$179,000.00-","$288,000.00-",https://www.payscale.com/cost-of-living-calculator/Massachusetts-Cambridge
54,262332.0,821.77,147.04,2.31,12.139999999999999,156.74,681.51,48.74,San Antonio,Texas,University-of-Texas-at-San-Antonio-(UTSA),Southern,"$42,500.00-","$70,700.00-","$39,100.00-","$49,800.00-","$92,700.00-","$121,000.00-",https://www.payscale.com/cost-of-living-calculator/Texas-San-Antonio
55,354160.0,1109.0,179.9,2.54,14.2,191.77,703.28,49.36,West Lafayette,Indiana,Purdue-University,Midwestern,"$51,400.00-","$90,500.00-","$49,900.00-","$67,400.00-","$121,000.00-","$168,000.00-",https://www.payscale.com/cost-of-living-calculator/Indiana-West-Lafayette
56,327915.0,1027.0,168.67,2.74,13.61,179.79,732.55,57.54,Fort Worth,Texas,Texas-Christian-University-(TCU),Southern,"$45,100.00-","$78,100.00-","$42,600.00-","$56,600.00-","$122,000.00-","$183,000.00-",https://www.payscale.com/cost-of-living-calculator/Texas-Fort-Worth
57,258515.0,809.81,173.53,2.34,14.99,184.98,640.23,52.09,Auburn,Alabama,Auburn-University,Southern,"$45,400.00-","$84,700.00-","$45,400.00-","$62,700.00-","$109,000.00-","$145,000.00-",https://www.payscale.com/cost-of-living-calculator/Alabama-Auburn
58,319587.0,1001.0,180.74,2.57,14.709999999999999,192.66,742.3,53.48,Kansas City,Missouri,University-of-Missouri---Kansas-City-(UMKC),Midwestern,"$38,900.00-","$65,800.00-","$36,300.00-","$48,100.00-","$95,800.00-","$124,000.00-",https://www.payscale.com/cost-of-living-calculator/Missouri-Kansas-City
59,281764.0,882.64,149.55,2.66,13.68,159.42,682.26,48.95,Grand Rapids,Michigan,Davenport-University,Midwestern,"$39,700.00-","$46,600.00-","$31,600.00-","$38,100.00-","$65,600.00-","$85,700.00-",https://www.payscale.com/cost-of-living-calculator/Michigan-Grand-Rapids
60,435485.0,1364.0,134.8,3.15,15.46,143.69,866.9,58.88,Bellingham,Washington,Western-Washington-University,Western,"$42,700.00-","$75,400.00-","$41,300.00-","$56,700.00-","$99,200.00-","$119,000.00-",https://www.payscale.com/cost-of-living-calculator/Washington-Bellingham
61,299114.0,936.99,129.94,2.59,13.54,138.51,750.56,49.1,Longview,Texas,LeTourneau-University,Southern,"$49,500.00-","$73,800.00-","$41,200.00-","$52,700.00-","$95,200.00-","$126,000.00-",https://www.payscale.com/cost-of-living-calculator/Texas-Longview
62,252269.0,790.25,192.31,2.62,15.34,204.99,766.3199999999999,49.98,St. Louis,Missouri,University-of-Missouri---St.-Louis-(UMSL),Midwestern,"$41,400.00-","$67,100.00-","$36,800.00-","$49,600.00-","$97,600.00-","$144,000.00-",https://www.payscale.com/cost-of-living-calculator/Missouri-St.-Louis
63,426463.0,1336.0,173.03,2.67,16.34,184.44,790.34,52.96,Williamstown,Massachusetts,Williams-College,Northeastern,"$51,700.00-","$102,000.00-",,"$76,400.00-","$143,000.00-",,https://www.payscale.com/cost-of-living-calculator/Massachusetts-Williamstown
64,325833.0,1021.0,179.73,2.49,14.370000000000001,191.59,851.1299999999999,48.74,Milwaukee,Wisconsin,Marquette-University,Midwestern,"$48,500.00-","$88,400.00-","$49,500.00-","$67,400.00-","$121,000.00-","$184,000.00-",https://www.payscale.com/cost-of-living-calculator/Wisconsin-Milwaukee
65,325833.0,1021.0,179.73,2.49,14.370000000000001,191.59,851.1299999999999,48.74,Milwaukee,Wisconsin,University-of-Wisconsin-(UW)---Milwaukee,Midwestern,"$42,300.00-","$74,600.00-","$40,600.00-","$54,000.00-","$93,700.00-","$123,000.00-",https://www.payscale.com/cost-of-living-calculator/Wisconsin-Milwaukee
66,327568.0,1026.0,143.01,2.64,15.43,152.45,806.8499999999999,52.5,Atlanta,Georgia,Georgia-Institute-of-Technology,Southern,"$58,300.00-","$106,000.00-","$67,200.00-","$85,200.00-","$137,000.00-","$183,000.00-",https://www.payscale.com/cost-of-living-calculator/Georgia-Atlanta
67,327568.0,1026.0,143.01,2.64,15.43,152.45,806.8499999999999,52.5,Atlanta,Georgia,Emory-University,Southern,"$52,000.00-","$91,600.00-","$52,500.00-","$63,300.00-","$128,000.00-","$192,000.00-",https://www.payscale.com/cost-of-living-calculator/Georgia-Atlanta
68,327568.0,1026.0,143.01,2.64,15.43,152.45,806.8499999999999,52.5,Atlanta,Georgia,Georgia-State-University,Southern,"$41,800.00-","$74,000.00-","$43,000.00-","$55,300.00-","$99,900.00-","$145,000.00-",https://www.payscale.com/cost-of-living-calculator/Georgia-Atlanta
69,302584.0,947.86,137.65,2.42,14.2,146.73,852.64,54.25,Baton Rouge,Louisiana,Louisiana-State-University-(LSU),Southern,"$46,900.00-","$87,800.00-","$43,700.00-","$61,300.00-","$120,000.00-","$165,000.00-",https://www.payscale.com/cost-of-living-calculator/Louisiana-Baton-Rouge
70,363656.0,1139.0,185.43,2.54,12.74,197.66,684.51,48.64,Houston,Texas,Rice-University,Southern,"$64,000.00-","$110,000.00-","$55,900.00-","$82,100.00-","$141,000.00-","$216,000.00-",https://www.payscale.com/cost-of-living-calculator/Texas-Houston
71,363656.0,1139.0,185.43,2.54,12.74,197.66,684.51,48.64,Houston,Texas,University-of-Houston-(UH),Southern,"$46,000.00-","$79,900.00-","$42,000.00-","$56,200.00-","$106,000.00-","$141,000.00-",https://www.payscale.com/cost-of-living-calculator/Texas-Houston
72,509743.0,1597.0,199.68,2.92,16.43,212.86,784.34,55.18,Burlington,Vermont,University-of-Vermont-(UVM),Northeastern,"$44,800.00-","$82,700.00-","$44,700.00-","$58,000.00-","$122,000.00-","$194,000.00-",https://www.payscale.com/cost-of-living-calculator/Vermont-Burlington
73,309524.0,969.6,175.2,2.45,13.01,186.76,740.8,52.45,Lexington,Virginia,Washington-and-Lee-University,Southern,"$53,600.00-","$104,000.00-",,"$82,800.00-","$146,000.00-",,https://www.payscale.com/cost-of-living-calculator/Virginia-Lexington
74,467409.0,1464.0,181.74,2.76,18.83,193.73,875.1600000000001,63.1,New Haven,Connecticut,Yale-University,Northeastern,"$59,100.00-","$126,000.00-","$58,000.00-","$80,600.00-","$198,000.00-","$326,000.00-",https://www.payscale.com/cost-of-living-calculator/Connecticut-New-Haven
75,67630.0,211.86,149.72,2.4,13.629999999999999,159.6,755.8199999999999,48.18,Notre Dame,Indiana,University-of-Notre-Dame,Midwestern,"$56,300.00-","$116,000.00-","$66,400.00-","$85,100.00-","$163,000.00-","$235,000.00-",https://www.payscale.com/cost-of-living-calculator/Indiana-Notre-Dame
76,788384.0,2470.0,180.74,3.42,16.45,192.66,824.87,54.97,Long Beach,California,"California-State-University,-Long-Beach-(CSULB)",California,"$45,100.00-","$84,700.00-","$47,400.00-","$62,500.00-","$113,000.00-","$154,000.00-",https://www.payscale.com/cost-of-living-calculator/California-Long-Beach
77,251228.0,786.99,152.57,2.56,14.68,162.64,893.16,53.63,Mankato,Minnesota,Minnesota-State-University---Mankato,Midwestern,"$43,300.00-","$74,700.00-","$39,500.00-","$53,800.00-","$95,700.00-","$140,000.00-",https://www.payscale.com/cost-of-living-calculator/Minnesota-Mankato
78,353246.0,1107.0,147.04,2.44,12.88,156.74,746.0600000000001,51.88,Austin,Texas,University-of-Texas-(UT)---Austin,Southern,"$49,700.00-","$93,900.00-","$50,100.00-","$67,400.00-","$129,000.00-","$188,000.00-",https://www.payscale.com/cost-of-living-calculator/Texas-Austin
79,229714.0,719.59,197.34,2.3,12.950000000000001,210.35,833.88,51.93,Blacksburg,Virginia,Virginia-Polytechnic-Institute-and-State-University-(Virginia-Tech),Southern,"$53,500.00-","$95,400.00-","$50,600.00-","$71,400.00-","$124,000.00-","$163,000.00-",https://www.payscale.com/cost-of-living-calculator/Virginia-Blacksburg
80,199501.0,624.95,157.1,2.57,16.2,167.46,935.2,48.9,Ypsilanti,Michigan,Eastern-Michigan-University,Midwestern,"$40,300.00-","$72,100.00-","$37,900.00-","$52,800.00-","$95,400.00-","$135,000.00-",https://www.payscale.com/cost-of-living-calculator/Michigan-Ypsilanti
81,305013.0,955.47,143.68,2.81,13.14,153.16,776.0699999999999,48.07,Boise,Idaho,Boise-State-University-(BSU),Western,"$40,800.00-","$69,500.00-","$37,400.00-","$48,700.00-","$87,500.00-","$110,000.00-",https://www.payscale.com/cost-of-living-calculator/Idaho-Boise
