,MORTGAGE,RENT,ELECTRICITY,GAS,EAT-IN,PHONE,HLTH & WELL,VET,CITY,STATE,School Name,REGION,Starting Median Salary,Mid-Career Median Salary,Mid-Career 10th Percentile Salary,Mid-Career 25th Percentile Salary,Mid-Career 75th Percentile Salary,Mid-Career 90th Percentile Salary,url
82,252963.0,792.42,154.41,2.27,15.350000000000001,164.6,638.72,45.76,Cleveland,Tennessee,"Lee-University-(Cleveland,-TN)",Southern,"$34,500.00-","$53,900.00-",,"$44,500.00-","$76,800.00-",,https://www.payscale.com/cost-of-living-calculator/Tennessee-Cleveland
83,448032.0,1403.0,201.36,2.99,16.27,214.64,901.42,66.24,Lowell,Massachusetts,University-of-Massachusetts-(UMass)---Lowell,Northeastern,"$45,400.00-","$86,600.00-","$50,900.00-","$65,000.00-","$113,000.00-","$158,000.00-",https://www.payscale.com/cost-of-living-calculator/Massachusetts-Lowell
84,433403.0,1358.0,195.49,2.82,14.73,208.39,808.35,56.77,Portland,Maine,University-of-Southern-Maine,Northeastern,"$39,400.00-","$63,600.00-","$40,400.00-","$47,900.00-","$85,700.00-","$117,000.00-",https://www.payscale.com/cost-of-living-calculator/Maine-Portland
85,860907.0,2697.0,210.75,2.91,17.72,224.65,871.39,55.07,San Jose,California,San-Jose-State-University-(SJSU),California,"$53,500.00-","$95,600.00-","$50,700.00-","$70,500.00-","$122,000.00-","$156,000.00-",https://www.payscale.com/cost-of-living-calculator/California-San-Jose
86,544805.0,1707.0,156.76,2.75,14.370000000000001,167.1,790.34,55.28,Golden,Colorado,Colorado-School-of-Mines,Western,"$58,100.00-","$106,000.00-","$62,200.00-","$87,900.00-","$142,000.00-","$201,000.00-",https://www.payscale.com/cost-of-living-calculator/Colorado-Golden
87,316117.0,990.26,150.73,2.62,14.23,160.67,613.21,53.37,Nashville,Tennessee,Vanderbilt-University,Southern,"$51,200.00-","$104,000.00-","$49,900.00-","$68,100.00-","$147,000.00-","$222,000.00-",https://www.payscale.com/cost-of-living-calculator/Tennessee-Nashville
88,306401.0,959.82,175.54,2.68,16.32,187.12,759.5600000000001,54.56,Cleveland,Ohio,Case-Western-Reserve-University,Midwestern,"$56,200.00-","$96,500.00-","$54,900.00-","$76,500.00-","$123,000.00-","$168,000.00-",https://www.payscale.com/cost-of-living-calculator/Ohio-Cleveland
89,306401.0,959.82,175.54,2.68,16.32,187.12,759.5600000000001,54.56,Cleveland,Ohio,Cleveland-State-University,Midwestern,"$43,500.00-","$73,100.00-","$39,500.00-","$51,600.00-","$97,000.00-","$137,000.00-",https://www.payscale.com/cost-of-living-calculator/Ohio-Cleveland
90,274824.0,860.9,161.62,2.85,14.16,172.29,830.8800000000001,52.4,Eau Claire,Wisconsin,University-of-Wisconsin-(UW)---Eau-Claire,Midwestern,"$41,400.00-","$64,800.00-","$35,000.00-","$47,300.00-","$93,100.00-","$125,000.00-",https://www.payscale.com/cost-of-living-calculator/Wisconsin-Eau-Claire
91,537002.0,1682.0,130.27,2.53,14.510000000000002,138.87,691.26,50.13,Granville,Ohio,Denison-University,Midwestern,"$42,000.00-","$83,500.00-",,"$62,100.00-","$122,000.00-",,https://www.payscale.com/cost-of-living-calculator/Ohio-Granville
92,282423.0,884.71,178.22,2.4,12.97,189.98,809.8599999999999,52.09,Ashland,Virginia,Randolph-Macon-College,Southern,"$42,600.00-","$83,600.00-",,"$54,100.00-","$123,000.00-",,https://www.payscale.com/cost-of-living-calculator/Virginia-Ashland
93,210282.0,658.72,145.03,2.61,11.83,154.59,680.01,43.9,Kalamazoo,Michigan,Western-Michigan-University-(WMU),Midwestern,"$42,300.00-","$73,800.00-","$40,100.00-","$52,500.00-","$103,000.00-","$135,000.00-",https://www.payscale.com/cost-of-living-calculator/Michigan-Kalamazoo
94,305360.0,956.56,165.98,2.7,13.56,176.93,736.3,55.02,Peoria,Illinois,Bradley-University,Midwestern,"$47,000.00-","$87,300.00-","$45,900.00-","$64,900.00-","$113,000.00-","$151,000.00-",https://www.payscale.com/cost-of-living-calculator/Illinois-Peoria
95,417441.0,1308.0,213.6,2.56,14.620000000000001,227.69,886.4100000000001,61.97,Fitchburg,Massachusetts,Fitchburg-State-College,Northeastern,"$42,400.00-","$72,600.00-","$43,300.00-","$56,100.00-","$99,600.00-","$151,000.00-",https://www.payscale.com/cost-of-living-calculator/Massachusetts-Fitchburg
96,165415.0,518.17,150.73,2.62,14.23,160.67,613.21,53.37,Tusculum,Tennessee,Tusculum-College,Southern,"$36,900.00-","$55,500.00-","$36,200.00-","$43,000.00-","$87,300.00-","$124,000.00-",https://www.payscale.com/cost-of-living-calculator/Tennessee-Tusculum
97,266496.0,834.82,130.27,2.53,14.510000000000002,138.87,691.26,50.13,Columbus,Ohio,Ohio-State-University-(OSU),Midwestern,"$44,900.00-","$83,700.00-","$45,500.00-","$60,700.00-","$116,000.00-","$162,000.00-",https://www.payscale.com/cost-of-living-calculator/Ohio-Columbus
98,271354.0,850.03,183.92,2.57,15.379999999999999,196.06,676.25,61.04,Tuscaloosa,Alabama,"University-of-Alabama,-Tuscaloosa",Southern,"$41,300.00-","$81,400.00-","$40,100.00-","$56,500.00-","$117,000.00-","$161,000.00-",https://www.payscale.com/cost-of-living-calculator/Alabama-Tuscaloosa
99,449365.0,1408.0,208.74,3.0,17.05,222.51,793.34,55.18,Philadelphia,Pennsylvania,University-of-Pennsylvania,Northeastern,"$60,900.00-","$120,000.00-","$55,900.00-","$79,200.00-","$192,000.00-","$282,000.00-",https://www.payscale.com/cost-of-living-calculator/Pennsylvania-Philadelphia
100,449365.0,1408.0,208.74,3.0,17.05,222.51,793.34,55.18,Philadelphia,Pennsylvania,Drexel-University,Northeastern,"$53,400.00-","$93,500.00-","$54,900.00-","$72,500.00-","$122,000.00-","$161,000.00-",https://www.payscale.com/cost-of-living-calculator/Pennsylvania-Philadelphia
101,449365.0,1408.0,208.74,3.0,17.05,222.51,793.34,55.18,Philadelphia,Pennsylvania,Pennsylvania-State-University-(PSU),Northeastern,"$49,900.00-","$85,700.00-","$46,300.00-","$62,000.00-","$117,000.00-","$160,000.00-",https://www.payscale.com/cost-of-living-calculator/Pennsylvania-Philadelphia
102,449365.0,1408.0,208.74,3.0,17.05,222.51,793.34,55.18,Philadelphia,Pennsylvania,La-Salle-University-(Philadelphia),Northeastern,"$43,400.00-","$84,700.00-","$45,300.00-","$57,500.00-","$106,000.00-","$151,000.00-",https://www.payscale.com/cost-of-living-calculator/Pennsylvania-Philadelphia
103,449365.0,1408.0,208.74,3.0,17.05,222.51,793.34,55.18,Philadelphia,Pennsylvania,Philadelphia-University,Northeastern,"$45,100.00-","$80,300.00-","$45,800.00-","$61,900.00-","$108,000.00-","$141,000.00-",https://www.payscale.com/cost-of-living-calculator/Pennsylvania-Philadelphia
104,348388.0,1091.0,121.72,2.66,14.68,129.75,832.38,51.37,Orem,Utah,Utah-Valley-State-College,Western,"$42,400.00-","$67,100.00-",,"$44,100.00-","$84,900.00-",,https://www.payscale.com/cost-of-living-calculator/Utah-Orem
105,249146.0,780.47,150.06,2.19,12.63,159.95,655.99,44.01,Knoxville,Tennessee,University-of-Tennessee,Southern,"$43,800.00-","$74,600.00-","$41,900.00-","$53,200.00-","$106,000.00-","$153,000.00-",https://www.payscale.com/cost-of-living-calculator/Tennessee-Knoxville
106,266496.0,834.82,190.29,2.52,13.37,202.85,708.52,48.43,Champaign,Illinois,University-of-Illinois-at-Urbana-Champaign-(UIUC),Midwestern,"$52,900.00-","$96,100.00-","$48,200.00-","$68,900.00-","$132,000.00-","$177,000.00-",https://www.payscale.com/cost-of-living-calculator/Illinois-Champaign
107,284193.0,890.25,183.25,2.47,16.04,195.34,740.06,49.72,Laramie,Wyoming,University-of-Wyoming-(UW),Western,"$44,500.00-","$78,700.00-","$41,500.00-","$54,000.00-","$105,000.00-","$145,000.00-",https://www.payscale.com/cost-of-living-calculator/Wyoming-Laramie
108,228326.0,715.25,173.03,2.33,13.37,184.44,636.47,44.62,Memphis,Tennessee,University-of-Memphis-(U-of-M),Southern,"$41,400.00-","$69,700.00-","$36,100.00-","$49,100.00-","$93,500.00-","$127,000.00-",https://www.payscale.com/cost-of-living-calculator/Tennessee-Memphis
109,341022.0,1068.0,140.67,2.91,14.94,149.95,815.11,49.46,Dekalb,Illinois,Northern-Illinois-University-(NIU),Midwestern,"$43,600.00-","$80,800.00-","$43,900.00-","$60,200.00-","$111,000.00-","$161,000.00-",https://www.payscale.com/cost-of-living-calculator/Illinois-Dekalb
110,426457.0,1336.0,213.6,2.56,14.620000000000001,227.69,886.4100000000001,61.97,Worcester,Massachusetts,Worcester-Polytechnic-Institute-(WPI),Northeastern,"$61,000.00-","$114,000.00-","$80,000.00-","$91,200.00-","$137,000.00-","$180,000.00-",https://www.payscale.com/cost-of-living-calculator/Massachusetts-Worcester
111,426457.0,1336.0,213.6,2.56,14.620000000000001,227.69,886.4100000000001,61.97,Worcester,Massachusetts,College-of-the-Holy-Cross,Northeastern,"$50,200.00-","$106,000.00-",,"$65,600.00-","$143,000.00-",,https://www.payscale.com/cost-of-living-calculator/Massachusetts-Worcester
112,498986.0,1563.0,165.31,2.93,15.469999999999999,176.22,728.05,52.19,Miami,Florida,Florida-International-University-(FIU),Southern,"$43,200.00-","$75,500.00-","$40,500.00-","$55,800.00-","$98,200.00-","$136,000.00-",https://www.payscale.com/cost-of-living-calculator/Florida-Miami
113,1046899.0,3279.0,316.71,3.52,23.770000000000003,337.6,869.8900000000001,66.55,Honolulu,Hawaii,University-of-Hawaii,Western,"$43,800.00-","$76,000.00-","$40,400.00-","$56,300.00-","$104,000.00-","$128,000.00-",https://www.payscale.com/cost-of-living-calculator/Hawaii-Honolulu
114,261985.0,820.69,147.37,2.72,13.8,157.09,640.97,47.51,Cedar City,Utah,Southern-Utah-University,Western,"$41,900.00-","$56,500.00-",,"$39,700.00-","$78,400.00-",,https://www.payscale.com/cost-of-living-calculator/Utah-Cedar-City
115,345219.0,1081.0,168.67,2.74,13.61,179.79,732.55,57.54,Arlington,Texas,University-of-Texas-at-Arlington-(UTA),Southern,"$45,400.00-","$80,800.00-","$46,400.00-","$61,200.00-","$106,000.00-","$138,000.00-",https://www.payscale.com/cost-of-living-calculator/Texas-Arlington
116,308483.0,966.34,186.44,2.45,14.99,198.74,662.0,48.69,Orlando,Florida,University-of-Central-Florida-(UCF),Southern,"$42,600.00-","$71,700.00-","$39,500.00-","$51,500.00-","$98,400.00-","$125,000.00-",https://www.payscale.com/cost-of-living-calculator/Florida-Orlando
117,348388.0,1091.0,121.72,2.66,14.68,129.75,832.38,51.37,Provo,Utah,Brigham-Young-University-(BYU),Western,"$49,400.00-","$88,600.00-","$50,600.00-","$68,500.00-","$119,000.00-","$164,000.00-",https://www.payscale.com/cost-of-living-calculator/Utah-Provo
118,978750.0,3066.0,208.74,3.0,17.05,222.51,793.34,55.18,Swarthmore,Pennsylvania,Swarthmore-College,Northeastern,"$49,700.00-","$104,000.00-",,"$67,200.00-","$167,000.00-",,https://www.payscale.com/cost-of-living-calculator/Pennsylvania-Swarthmore
119,320975.0,1005.0,149.55,2.47,13.400000000000002,159.42,740.06,52.6,Lexington,Kentucky,University-of-Kentucky-(UK),Southern,"$42,800.00-","$78,300.00-","$43,000.00-","$57,300.00-","$107,000.00-","$149,000.00-",https://www.payscale.com/cost-of-living-calculator/Kentucky-Lexington
120,539932.0,1691.0,151.23,3.3,15.889999999999999,161.21,760.32,59.09,Chicago,Illinois,University-Of-Chicago,Midwestern,"$53,400.00-","$113,000.00-","$62,200.00-","$83,300.00-","$174,000.00-","$255,000.00-",https://www.payscale.com/cost-of-living-calculator/Illinois-Chicago
121,539932.0,1691.0,151.23,3.3,15.889999999999999,161.21,760.32,59.09,Chicago,Illinois,Illinois-Institute-of-Technology-(IIT),Midwestern,"$56,000.00-","$97,800.00-","$56,100.00-","$77,400.00-","$121,000.00-","$165,000.00-",https://www.payscale.com/cost-of-living-calculator/Illinois-Chicago
122,539932.0,1691.0,151.23,3.3,15.889999999999999,161.21,760.32,59.09,Chicago,Illinois,DePaul-University,Midwestern,"$46,400.00-","$84,800.00-","$50,300.00-","$63,900.00-","$115,000.00-","$160,000.00-",https://www.payscale.com/cost-of-living-calculator/Illinois-Chicago
123,539932.0,1691.0,151.23,3.3,15.889999999999999,161.21,760.32,59.09,Chicago,Illinois,University-of-Illinois-at-Chicago,Midwestern,"$47,500.00-","$81,700.00-","$44,700.00-","$58,800.00-","$110,000.00-","$146,000.00-",https://www.payscale.com/cost-of-living-calculator/Illinois-Chicago
124,528481.0,1656.0,166.15,2.82,15.049999999999999,177.11,725.8,52.86,Fort Lauderdale,Florida,Florida-Metropolitan-University-(FMU),Southern,"$36,600.00-","$51,000.00-","$32,800.00-","$36,800.00-","$70,400.00-","$102,000.00-",https://www.payscale.com/cost-of-living-calculator/Florida-Fort-Lauderdale
125,225203.0,705.46,197.84,2.57,13.89,210.89,684.51,53.22,Tulsa,Oklahoma,University-of-Tulsa,Southern,"$42,400.00-","$88,700.00-","$42,300.00-","$60,300.00-","$120,000.00-","$197,000.00-",https://www.payscale.com/cost-of-living-calculator/Oklahoma-Tulsa
126,243247.0,761.99,166.65,2.27,14.45,177.65,740.8,48.54,Springfield,Missouri,Missouri-State-University-(MSU),Midwestern,"$36,100.00-","$69,500.00-","$33,300.00-","$46,900.00-","$102,000.00-","$134,000.00-",https://www.payscale.com/cost-of-living-calculator/Missouri-Springfield
127,351858.0,1102.0,144.69,2.74,14.29,154.24,676.25,50.23,New Orleans,Louisiana,Tulane-University,Southern,"$49,100.00-","$95,800.00-","$46,500.00-","$64,400.00-","$134,000.00-","$185,000.00-",https://www.payscale.com/cost-of-living-calculator/Louisiana-New-Orleans
128,510784.0,1600.0,173.7,2.93,18.439999999999998,185.15,1079.31,63.21,Anchorage,Alaska,"University-of-Alaska,-Anchorage",Western,"$45,900.00-","$72,600.00-","$39,800.00-","$56,600.00-","$99,300.00-","$137,000.00-",https://www.payscale.com/cost-of-living-calculator/Alaska-Anchorage
129,283499.0,888.08,162.97,2.47,14.370000000000001,173.72,752.81,49.77,Columbia,Missouri,University-of-Missouri---Columbia,Midwestern,"$41,700.00-","$81,000.00-","$43,500.00-","$57,100.00-","$111,000.00-","$156,000.00-",https://www.payscale.com/cost-of-living-calculator/Missouri-Columbia
130,317505.0,994.61,184.43,2.78,16.21,196.59,704.03,50.13,Pittsburgh,Pennsylvania,Carnegie-Mellon-University-(CMU),Northeastern,"$61,800.00-","$111,000.00-","$63,300.00-","$80,100.00-","$150,000.00-","$209,000.00-",https://www.payscale.com/cost-of-living-calculator/Pennsylvania-Pittsburgh
131,317505.0,994.61,184.43,2.78,16.21,196.59,704.03,50.13,Pittsburgh,Pennsylvania,Duquesne-University,Northeastern,"$40,700.00-","$84,400.00-","$42,600.00-","$59,500.00-","$107,000.00-","$131,000.00-",https://www.payscale.com/cost-of-living-calculator/Pennsylvania-Pittsburgh
132,1356983.0,4251.0,236.57,2.89,15.52,252.17,1014.76,66.81,Wellesley,Massachusetts,Wellesley-College,Northeastern,"$42,800.00-","$83,500.00-",,"$58,600.00-","$125,000.00-",,https://www.payscale.com/cost-of-living-calculator/Massachusetts-Wellesley
133,263026.0,823.95,158.61,2.22,13.7,169.07,663.5,50.49,Fayetteville,Arkansas,University-of-Arkansas,Southern,"$44,100.00-","$82,800.00-","$43,200.00-","$60,700.00-","$113,000.00-","$160,000.00-",https://www.payscale.com/cost-of-living-calculator/Arkansas-Fayetteville
134,820543.0,2570.0,180.74,3.42,16.45,192.66,824.87,54.97,Claremont,California,Harvey-Mudd-College,California,"$71,800.00-","$122,000.00-",,"$96,000.00-","$180,000.00-",,https://www.payscale.com/cost-of-living-calculator/California-Claremont
135,820543.0,2570.0,180.74,3.42,16.45,192.66,824.87,54.97,Claremont,California,Pomona-College,California,"$48,600.00-","$101,000.00-",,"$63,300.00-","$161,000.00-",,https://www.payscale.com/cost-of-living-calculator/California-Claremont
136,266843.0,835.9,194.99,2.77,14.68,207.85,737.8,49.93,Tampa,Florida,University-of-South-Florida-(USF),Southern,"$41,100.00-","$71,100.00-","$39,600.00-","$51,500.00-","$98,100.00-","$131,000.00-",https://www.payscale.com/cost-of-living-calculator/Florida-Tampa
137,277600.0,869.6,151.23,2.52,15.07,161.21,759.5600000000001,52.14,Tucson,Arizona,University-of-Arizona,Western,"$47,500.00-","$86,100.00-","$44,800.00-","$61,700.00-","$117,000.00-","$160,000.00-",https://www.payscale.com/cost-of-living-calculator/Arizona-Tucson
138,509743.0,1597.0,179.56,2.69,15.739999999999998,191.41,687.52,54.4,Baltimore,Maryland,University-of-Maryland-Baltimore-County-(UMBC),Southern,"$47,000.00-","$77,800.00-","$46,900.00-","$59,100.00-","$105,000.00-","$130,000.00-",https://www.payscale.com/cost-of-living-calculator/Maryland-Baltimore
139,331038.0,1037.0,133.63,2.79,13.319999999999999,142.44,748.31,46.22,Ames,Iowa,Iowa-State-University,Midwestern,"$45,400.00-","$84,600.00-","$44,400.00-","$60,000.00-","$109,000.00-","$147,000.00-",https://www.payscale.com/cost-of-living-calculator/Iowa-Ames
140,294256.0,921.78,149.39,2.39,13.84,159.24,710.03,48.79,Manhattan,Kansas,Kansas-State-University-(KSU),Midwestern,"$43,300.00-","$79,000.00-","$37,200.00-","$54,100.00-","$106,000.00-","$138,000.00-",https://www.payscale.com/cost-of-living-calculator/Kansas-Manhattan
141,817185.0,2560.0,192.64,3.36,16.57,205.35,806.8499999999999,52.55,San Diego,California,"University-of-California,-San-Diego-(UCSD)",California,"$51,100.00-","$101,000.00-","$51,700.00-","$75,400.00-","$131,000.00-","$177,000.00-",https://www.payscale.com/cost-of-living-calculator/California-San-Diego
142,817185.0,2560.0,192.64,3.36,16.57,205.35,806.8499999999999,52.55,San Diego,California,San-Diego-State-University-(SDSU),California,"$46,200.00-","$85,200.00-","$45,500.00-","$61,800.00-","$116,000.00-","$158,000.00-",https://www.payscale.com/cost-of-living-calculator/California-San-Diego
143,281070.0,880.47,172.86,2.62,13.37,184.26,780.5799999999999,47.56,Green Bay,Wisconsin,University-of-Wisconsin-(UW)---Green-Bay,Midwestern,"$35,800.00-","$60,600.00-","$35,500.00-","$46,800.00-","$81,800.00-","$102,000.00-",https://www.payscale.com/cost-of-living-calculator/Wisconsin-Green-Bay
144,407378.0,1276.0,157.1,2.57,16.2,167.46,935.2,48.9,Ann Arbor,Michigan,University-of-Michigan,Midwestern,"$52,700.00-","$93,000.00-","$50,900.00-","$69,400.00-","$128,000.00-","$182,000.00-",https://www.payscale.com/cost-of-living-calculator/Michigan-Ann-Arbor
145,341101.0,1069.0,123.57,2.54,14.25,131.72,766.3199999999999,48.54,Colorado Springs,Colorado,Colorado-College-(CC),Western,"$38,500.00-","$81,400.00-",,"$43,000.00-","$148,000.00-",,https://www.payscale.com/cost-of-living-calculator/Colorado-Colorado-Springs
146,546401.0,1712.0,162.63,2.85,14.899999999999999,173.36,631.23,43.29,Kent,Ohio,Kent-State-University,Midwestern,"$38,700.00-","$62,600.00-","$36,100.00-","$45,800.00-","$87,000.00-","$124,000.00-",https://www.payscale.com/cost-of-living-calculator/Ohio-Kent
147,854777.0,2678.0,151.23,3.3,15.889999999999999,161.21,760.32,59.09,Evanston,Illinois,Northwestern-University,Midwestern,"$52,700.00-","$95,900.00-","$51,900.00-","$69,100.00-","$144,000.00-","$205,000.00-",https://www.payscale.com/cost-of-living-calculator/Illinois-Evanston
148,379618.0,1189.0,176.38,2.8,15.11,188.01,918.68,54.61,Madison,Wisconsin,University-of-Wisconsin-(UW)---Madison,Midwestern,"$48,900.00-","$87,800.00-","$47,400.00-","$62,400.00-","$118,000.00-","$170,000.00-",https://www.payscale.com/cost-of-living-calculator/Wisconsin-Madison
149,258168.0,808.73,183.92,2.49,14.100000000000001,196.06,725.05,55.12,Huntsville,Alabama,University-of-Alabama-at-Huntsville-(UAH),Southern,"$43,100.00-","$82,700.00-","$46,100.00-","$67,800.00-","$106,000.00-","$132,000.00-",https://www.payscale.com/cost-of-living-calculator/Alabama-Huntsville
150,673874.0,2111.0,206.39,3.47,18.6,220.0,932.2,69.64,Seattle,Washington,University-of-Washington-(UW),Western,"$48,800.00-","$85,300.00-","$47,000.00-","$59,800.00-","$115,000.00-","$149,000.00-",https://www.payscale.com/cost-of-living-calculator/Washington-Seattle
151,673874.0,2111.0,206.39,3.47,18.6,220.0,932.2,69.64,Seattle,Washington,Seattle-University,Western,"$48,300.00-","$82,800.00-","$50,600.00-","$62,400.00-","$110,000.00-","$150,000.00-",https://www.payscale.com/cost-of-living-calculator/Washington-Seattle
152,1128030.0,3534.0,190.46,3.4,18.42,203.03,923.9300000000001,62.69,Berkeley,California,"University-of-California,-Berkeley",California,"$59,900.00-","$112,000.00-","$59,500.00-","$81,000.00-","$149,000.00-","$201,000.00-",https://www.payscale.com/cost-of-living-calculator/California-Berkeley
153,271701.0,851.12,155.25,2.66,15.280000000000001,165.49,726.55,45.04,El Paso,Texas,University-of-Texas-at-El-Paso-(UTEP),Southern,"$43,400.00-","$72,100.00-","$37,700.00-","$50,400.00-","$99,500.00-","$133,000.00-",https://www.payscale.com/cost-of-living-calculator/Texas-El-Paso
154,399656.0,1252.0,175.04,2.26,12.99,186.58,668.0,48.9,Clinton,Mississippi,Mississippi-College,Southern,"$35,400.00-","$60,400.00-",,"$43,900.00-","$80,400.00-",,https://www.payscale.com/cost-of-living-calculator/Mississippi-Clinton
155,257821.0,807.64,146.03,2.26,13.299999999999999,155.67,613.21,45.91,Jonesboro,Arkansas,Arkansas-State-University-(ASU),Southern,"$38,700.00-","$63,300.00-","$33,600.00-","$45,300.00-","$83,900.00-","$118,000.00-",https://www.payscale.com/cost-of-living-calculator/Arkansas-Jonesboro
156,376495.0,1179.0,159.11,2.24,15.52,169.61,829.37,59.86,Charlottesville,Virginia,University-of-Virginia-(UVA),Southern,"$52,700.00-","$103,000.00-","$52,200.00-","$71,800.00-","$146,000.00-","$215,000.00-",https://www.payscale.com/cost-of-living-calculator/Virginia-Charlottesville
157,315423.0,988.08,144.36,2.43,16.13,153.88,739.3,51.06,Tallahassee,Florida,Florida-State-University-(FSU),Southern,"$42,100.00-","$73,000.00-","$39,600.00-","$52,800.00-","$107,000.00-","$156,000.00-",https://www.payscale.com/cost-of-living-calculator/Florida-Tallahassee
158,616230.0,1930.0,161.62,2.94,14.77,172.29,852.64,60.58,Middletown,Connecticut,"Wesleyan-University-(Middletown,-Connecticut)",Northeastern,"$46,500.00-","$97,900.00-","$42,000.00-","$62,500.00-","$126,000.00-","$215,000.00-",https://www.payscale.com/cost-of-living-calculator/Connecticut-Middletown
159,336194.0,1053.0,126.75,2.93,14.23,135.11,851.8900000000001,50.23,Cheney,Washington,Eastern-Washington-University,Western,"$38,600.00-","$70,900.00-","$36,000.00-","$50,500.00-","$93,100.00-","$117,000.00-",https://www.payscale.com/cost-of-living-calculator/Washington-Cheney
160,244957.0,767.34,208.74,3.0,17.05,222.51,793.34,55.18,Chester,Pennsylvania,Widener-University,Northeastern,"$52,900.00-","$83,400.00-","$42,600.00-","$61,400.00-","$106,000.00-","$138,000.00-",https://www.payscale.com/cost-of-living-calculator/Pennsylvania-Chester
161,286622.0,897.86,120.21,2.66,14.12,128.14,768.5699999999999,53.22,Lincoln,Nebraska,University-of-Nebraska,Midwestern,"$45,700.00-","$80,900.00-","$42,200.00-","$56,600.00-","$113,000.00-","$156,000.00-",https://www.payscale.com/cost-of-living-calculator/Nebraska-Lincoln
162,311953.0,977.21,216.11,2.47,13.190000000000001,230.37,683.01,50.23,Beaumont,Texas,Lamar-University,Southern,"$46,500.00-","$79,400.00-","$38,700.00-","$51,600.00-","$114,000.00-","$158,000.00-",https://www.payscale.com/cost-of-living-calculator/Texas-Beaumont
163,237695.0,744.6,166.99,2.26,12.57,178.01,672.51,51.83,Cookeville,Tennessee,Tennessee-Technological-University,Southern,"$46,200.00-","$80,000.00-","$42,100.00-","$62,600.00-","$99,500.00-","$121,000.00-",https://www.payscale.com/cost-of-living-calculator/Tennessee-Cookeville
164,474696.0,1487.0,149.72,3.2,17.13,159.6,778.3399999999999,56.15,Sacramento,California,"California-State-University,-Sacramento-(CSUS)",California,"$47,800.00-","$82,400.00-","$42,900.00-","$59,600.00-","$111,000.00-","$154,000.00-",https://www.payscale.com/cost-of-living-calculator/California-Sacramento
